author_id,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,retweet
kamilaburova,Бывшие сбушники срывают покровы http://t.co/mcCZN8iNxB,Unknown,Russian,2015-06-25T12:30:00,2015-06-25T12:30:00,1985.0000000000,265.0000000000,1695.0000000000,R,True
kamilaburova,КАМАЗ арендовал у «Рубина» Сергея Давыдова http://t.co/KHanqQObtZ,Unknown,Russian,2015-07-16T08:52:00,2015-07-16T08:52:00,1953.0000000000,263.0000000000,1719.0000000000,R,True
kamilaburova,Евгений Евтушенко отметит свое 82-летие в Культурном центре ЗИЛ в Москве  http://t.co/VxI1mmfkrE,Unknown,Russian,2015-07-17T22:12:00,2015-07-17T22:12:00,1463.0000000000,262.0000000000,1724.0000000000,R,True
kamilaburova,Отпороть @rubin_paceka !,Unknown,Russian,2015-07-18T06:11:00,2015-07-18T06:11:00,1463.0000000000,262.0000000000,1725.0000000000,R,True
kamilaburova,США и союзники нанесли 31 авиаудар по позициям ИГ в Сирии и Ираке http://t.co/e4dxRyYmxo,Unknown,Russian,2015-07-18T17:11:00,2015-07-18T17:11:00,1463.0000000000,262.0000000000,1727.0000000000,R,True
kamilaburova,"В Одессу доставлены 100 военных ""хаммеров"" из США http://t.co/mWTPGNxDNm",Unknown,Russian,2015-07-18T17:53:00,2015-07-18T17:53:00,1463.0000000000,262.0000000000,1728.0000000000,R,True
kamilaburova,"Бывший вице-президент ФИФА Уэбб, обвиняемый в коррупции, не признал свою вину в суде в США  http://t.co/WR22tGgWma",Unknown,Ukrainian,2015-07-18T20:52:00,2015-07-18T20:52:00,1463.0000000000,262.0000000000,1729.0000000000,R,True
kamilaburova,Порошенко объяснил необходимость реформирования конституции Украины  http://t.co/ZdiMUzKEcB,Unknown,Russian,2015-07-19T07:51:00,2015-07-19T07:51:00,1463.0000000000,262.0000000000,1732.0000000000,R,True
kamilaburova,#БолеемЗаНаших Сборная России по футболу U19 сегодня сыграет в финале Чемпионата Европы с Испанией @channelone_rus 21-00,Unknown,Russian,2015-07-19T16:23:00,2015-07-19T16:23:00,1463.0000000000,262.0000000000,1732.0000000000,R,True
kamilaburova,В Китае задержаны 20 человек и 20 тыс. коробок с поддельными лекарствами http://t.co/LO9bNBjmvt,Unknown,Russian,2015-07-20T03:31:00,2015-07-20T03:31:00,1463.0000000000,262.0000000000,1734.0000000000,R,True
kamilaburova,Шокирующее видео момента падения боинга на Украине! Максимальный RT!    http://t.co/TTcL3Oy9Ok,Unknown,Russian,2015-07-20T07:12:00,2015-07-20T07:12:00,1463.0000000000,262.0000000000,1735.0000000000,R,True
kamilaburova,ФМС продлит миграционные послабления для граждан Украины http://t.co/8ofbqIr3qJ,Unknown,Russian,2015-07-22T09:52:00,2015-07-22T09:52:00,1463.0000000000,263.0000000000,1740.0000000000,R,True
kamilaburova,"Смех без причины, признак дурачины #СмехСквозьСлезы https://t.co/N60FOv4UuZ http://t.co/x3a9WiSHB9",Unknown,Russian,2015-07-22T15:49:00,2015-07-22T15:50:00,1463.0000000000,261.0000000000,1741.0000000000,R,True
kamilaburova,Александр Лукашенко устроил Жерару Депардье урок ручной косьбы: http://t.co/j561kWWZZv,Unknown,Russian,2015-07-22T18:25:00,2015-07-22T18:25:00,1463.0000000000,261.0000000000,1743.0000000000,R,True
kamilaburova,В Москве водитель Infiniti открыл стрельбу из травмата http://t.co/LWu5jVDt5Y,Unknown,Russian,2015-07-22T20:31:00,2015-07-22T20:31:00,1463.0000000000,261.0000000000,1744.0000000000,R,True
kamilaburova,Зрада полетная http://t.co/aru6elNNGL,Unknown,Serbian,2015-07-23T04:10:00,2015-07-23T04:11:00,1463.0000000000,261.0000000000,1746.0000000000,R,True
kamilaburova,Роскосмос: правительство РФ продлило работу МКС до 2024 года http://t.co/jZW7fSqk6q,Unknown,Russian,2015-07-23T04:53:00,2015-07-23T04:53:00,1463.0000000000,261.0000000000,1747.0000000000,R,True
kamilaburova,США не исключают введения новых санкций против Ирана http://t.co/aNRUgoWigC,Unknown,Russian,2015-07-23T17:11:00,2015-07-23T17:11:00,1463.0000000000,261.0000000000,1750.0000000000,R,True
kamilaburova,В «Роснефти» предрекли дефицит бензина в России   http://t.co/dKRcwkTAQy http://t.co/hO89iZ1Dbc,Unknown,Russian,2015-07-23T20:13:00,2015-07-23T20:13:00,1463.0000000000,260.0000000000,1751.0000000000,R,True
kamilaburova,"ЦБ: ""дыра"" в капитале группы банка ""Российский кредит"" составляет не менее 50 млрд рублей http://t.co/MG6ToJ993M",Unknown,Russian,2015-07-24T13:11:00,2015-07-24T13:11:00,1462.0000000000,260.0000000000,1756.0000000000,R,True
kamilaburova,Кубок ЧМ по футболу представили на Дворцовой площади Санкт-Петербурга http://t.co/wOESMEhnfs,Unknown,Russian,2015-07-24T13:12:00,2015-07-24T13:12:00,1462.0000000000,260.0000000000,1757.0000000000,R,True
kamilaburova,"Пофигу на эти санкции, расслабляемся #50событийлета http://t.co/dN5lZmk4qY",Unknown,Russian,2015-07-24T14:01:00,2015-07-24T14:01:00,1462.0000000000,260.0000000000,1759.0000000000,R,True
